TITLE,NAME,MBTI,QUOTE
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Not the only difference, I hope. "
BREAKFASTCLUB,JOHNBENDER,ESTP,"Face it, you're a tease. "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I'm not a tease! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"Sure you are!  You said it yourself sex is a weapon, you use it to get respect! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"No, I never said that, she twisted my words around. "
BREAKFASTCLUB,JOHNBENDER,ESTP,Oh then what do you use it for? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I don't use it period! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"Oh, are you medically frigid or is it psychological? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I didn't mean it that way!  You guys are putting words into my mouth! 
BREAKFASTCLUB,JOHNBENDER,ESTP,Well if you'd just answer the question... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Why don't you just answer the question? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,Be honest... 
BREAKFASTCLUB,JOHNBENDER,ESTP,No big deal... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Yeah, answer it! "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"Answer the question, Claire! "
BREAKFASTCLUB,JOHNBENDER,ESTP,Talk to us! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"It's easy, it's only one question! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, No!  I never did it! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"I never did it either, I'm not a nymphomaniac...I'm a compulsive liar... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,You are such a bitch!  You did that on purpose just to fuck me over! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,I would do it though...If you love someone it's okay... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"I can't believe you, you're so weird.  You don't say anything all day and then when you open your mouth...you unload all these tremendous lies all over me! "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,You're just pissed off because she got you to admit something you didn't want to admit to... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Okay, fine, but that doesn't make it any less bizarre... "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"What's bizarre?  I mean we're all pretty bizarre!  Some of us are just better at hiding it, that's all. "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, How are you bizarre? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,He can't think for himself... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"She's right...do you guys know what, uh, what I did to get in here?  I taped Larry Lester's buns together. "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ, That was you? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ," Yeah, you know him? "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Yeah, I know him... "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"Well then you know how hairy he is, right?  Well, when they pulled the tape off, most of his hair came off and some, some skin too... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Oh my God... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"And the bizarre thing is, is that I did it for my old man...I tortured this poor kid, because I wanted him to think that I was cool. He's always going off about, you know, when he was in school...all the wild things he used to do.  And I got the feeling that he was disappointed that I never cut loose on anyone, right...So, I'm...I'm sitting in the locker room, and I'm taping up my knee.  And Larry's undressing a couple lockers down from me.  Yeah...he's kinda... he's kinda skinny, weak.  And I started thinking about my father, and his attitude about weakness. And the next thing I knew, I uh, I jumped on top of him and started wailing on him...And my friends, they just laughed and cheered me on. And afterwards, when I was sittin' in Vernon's office, all I could think about was Larry's father. And Larry havin' to go home and...and explain what happened to him.  And the humiliation...fucking humiliation he mustuv felt.  It mustuv been unreal...I mean, "
BREAKFASTCLUB,JOHNBENDER,ESTP,I think your old man and my old man should get together and go bowling. 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"It's like me, you know, with my grades...like, when I, when I step outside myself kinda, and when I, when I look in at myself you know?  And I see me and I don't like what I see, I really don't. "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,What's wrong with you?  Why don't you like yourself? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"'Cause I'm stupid...'cause I'm failing shop.  See we had this assignment, to make this ceramic elephant, and um...and we had eight weeks to do it and we're s'posed ta, and it was like a lamp, and when you pull the trunk the light was s'posed to go on...my light didn't go on, I got a F on it.  Never got a F in my life... When I signed up, you know, for the course I mean.  I thought I was playing it real smart, you know. 'Cause I thought, I'll take shop, it'll be such an easy way to maintain my grade point average... "
BREAKFASTCLUB,JOHNBENDER,ESTP,Why'd you think it'd be easy? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Have you seen some of the dopes that take shop? 
BREAKFASTCLUB,JOHNBENDER,ESTP,I take shop...you must be a fuckin' idiot! 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,I'm a fuckin' idiot because I can't make a lamp? 
BREAKFASTCLUB,JOHNBENDER,ESTP,"No, you're a genius because you can't make a lamp... "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,What do you know about Trigonometry? 
BREAKFASTCLUB,JOHNBENDER,ESTP,I could care less about Trigonometry... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Bender, did you know without Trigonometry there'd be no engineering? "
BREAKFASTCLUB,JOHNBENDER,ESTP,"Without lamps, there'd be no light! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Okay so neither one of you is any better than the other one... 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"I can write with my toes!  I can also eat, brush my teeth... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,With your feet? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,...play Heart & Soul on the piano. 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,I can make spaghetti! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, What can you do? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,I can...uh...tape all your buns together... 
BREAKFASTCLUB,JOHNBENDER,ESTP,I wanna see what Claire can do! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I can't do anything. 
BREAKFASTCLUB,JOHNBENDER,ESTP,"Now, everybody can do something... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"There's one thing I can do, no forget it, it's way too embarrassing. "
BREAKFASTCLUB,JOHNBENDER,ESTP,You ever seen Wild Kingdom?  I mean that guy's been doing that show for thirty years. 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Okay, but you have to swear to God you won't laugh...I can't believe I'm actually doing this... "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"All right, great!  Where'd you learn to do that? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Camp, seventh grade... "
BREAKFASTCLUB,JOHNBENDER,ESTP,"That was great, Claire...my image of you is totally blown... "
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,You're a shit!  Don't do that to her you swore to God you wouldn't laugh! 
BREAKFASTCLUB,JOHNBENDER,ESTP,Am I laughing? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,You fucking prick! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"What do you care what I think, anyway?  I don't even count, right? I could disappear forever and it wouldn't make any difference...I may as well not even exist at this school, remember? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"You know, I have just as many feelings as you do and it hurts just as much when somebody steps all over them! "
BREAKFASTCLUB,JOHNBENDER,ESTP,"God, you're so pathetic! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Shut up... 
BREAKFASTCLUB,JOHNBENDER,ESTP,"Are those real diamonds, Claire? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Shut up! 
BREAKFASTCLUB,JOHNBENDER,ESTP,Or did your daddy buy those? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Shut up! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"I bet he bought those for you!  I bet those are a Christmas gift! Right?  You know what I got for Christmas this year?  It was a banner fuckin' year at the old Bender family!  I got a carton of cigarettes.  The old man grabbed me and said ""Hey!  Smoke up Johnny!"" Okay, so go home'n cry to your daddy, don't cry here, okay? "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"My God, are we gonna be like our parents? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Not me...ever... 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"It's unavoidable, it just happens. "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,What happens? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"When you grow up, your heart dies. "
BREAKFASTCLUB,JOHNBENDER,ESTP,Who cares? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,I care... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Um, I was just thinking, I mean.  I know it's kind of a weird time, but I was just wondering, um, what is gonna happen to us on Monday?  When we're all together again?  I mean I consider you guys my friends, I'm not wrong, am I? "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,No... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"So, so on Monday...what happens? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Are we still friends, you mean? If we're friends now, that is? "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Yeah... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Do you want the truth? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Yeah, I want the truth... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I don't think so... 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"Well, do you mean all of us or just John? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,With all of you... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"That's a real nice attitude, Claire! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Oh, be honest, Andy...if Brian came walking up to you in the hall on Monday, what would you do?  I mean picture this, you're there with all the sports.  I know exactly what you'd do, you'd say hi to him and when he left you'd cut him all up so your friends wouldn't think you really liked him! "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,No way! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"'Kay, what if I came up to you? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Same exact thing! 
BREAKFASTCLUB,JOHNBENDER,ESTP, You are a bitch! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Why?  'Cause I'm telling the truth, that makes me a bitch? "
BREAKFASTCLUB,JOHNBENDER,ESTP,No!  'Cause you know how shitty that is to do to someone!  And you don't got the balls to stand up to your friends and tell 'em that you're gonna like who you wanna like! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Okay, what about you, you hypocrite! Why don't you take Allison to one of your heavy metal vomit parties?  Or take Brian out to the parking lot at lunch to get high?  What about Andy for that matter, what about me? What would your friends say if we were walking down the hall together. They'd laugh their asses off and you'd probably tell them you were doing it with me so they'd forgive you for being seen with me. "
BREAKFASTCLUB,JOHNBENDER,ESTP," Don't you ever talk about my friends!  You don't know any of my friends, you don't look at any of my friends and you certainly wouldn't condescend to speak to any of my friends so you just stick to the things you know, shopping, nail polish, your father's BMW and your poor--rich--drunk mother in the Carribean! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Shut up! 
BREAKFASTCLUB,JOHNBENDER,ESTP,"And as far as being concerned about what's gonna happen when you and I walk down the hallways at school, you can forget it!  'Cause it's never gonna happen!  Just bury your head in the sand...and wait for your fuckin' prom! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,I hate you! 
BREAKFASTCLUB,JOHNBENDER,ESTP,Yeah?  Good! 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Then I assume Allison and I are better people than you guys, huh? Us weirdos... "
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,I don't have any friends... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Well if you did? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,No...I don't think the kind of friends I'd have would mind... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"I just wanna tell, each of you, that I wouldn't do that...I wouldn't and I will not!  'Cause I think that's real shitty... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Your friends wouldn't mind because they look up to us... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"You're so conceited, Claire.  You're so conceited.  You're so, like, full of yourself, why are you like that? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, I'm not saying that to be conceited! I hate it!  I hate having to go along with everything my friends say! 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Well then why do you do it? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"I don't know, I don't...you don't understand..you don't.  You're not friends with the same kind of people that Andy and I are friends with! You know, you just don't understand the pressure that they can put on you! "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"I don't understand what?  You think I don't understand pressure, Claire? Well fuck you!  Fuck you! "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Know why I'm here today?  Do you? I'm here because Mr. Ryan found a gun in the locker... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,Why'd you have a gun in your locker? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"I tried.  You pull the fuckin' trunk on it and the light's s'posed to go on...and it didn't go on, I mean, I... "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,What's the gun for Brian? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Just forget it... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"You brought it up, man! "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"I can't have an F, I can't have it and I know my parents can't have it! Even if I aced the rest of the semester, I'm still only a B.  And everything's ruined for me! "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Oh Brian... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"So I considered my options, you know? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,No!  Killing yourself is not an option! 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Well I didn't do it, did I?  No, I don't think so! "
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,It was a hand gun? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"No, it was a flare gun, went off in my locker. "
BREAKFASTCLUB,ANDREWCLARK,ISFJ,Really? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,It's not funny... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Yes it is...fuckin' elephant was destroyed! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,You wanna know what I did to get in here?  Nothing...I didn't have anything better to do. 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,You're laughing at me... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,No! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Yeah you are! CUT TO: 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Brian? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Yeah? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Are you gonna write your paper? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Yeah, why? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"Well, it's kinda a waste for all of us to write our paper, don't you think? "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"Oh, but that's what Vernon wants us to do... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"True, but I think we'd all kinda say the same thing. "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,You just don't want to write your paper...Right? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"True, but, you're the smartest, right? "
BREAKFASTCLUB,BRIANJOHNSON,ISFJ," Oh, well... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,We trust you... 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,Yeah... 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,"All right, I'll do it... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Great... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ, Come on... 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Where're we going? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Come on! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Don't be afraid. 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Don't stick that in my eye! 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,"I'm not sticking it, just close... just go like that... "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Good... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,You know you really do look a lot better without all that black shit on your eyes... 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Hey...I like that black shit... 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,This looks a lot better...look up. 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,"Please, why're you being so nice to me? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,'Cause you're letting me. 
BREAKFASTCLUB,JOHNBENDER,ESTP,You lost? 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Cool! 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP, Thank you! CUT TO: 
BREAKFASTCLUB,JOHNBENDER,ESTP,Why'd you do that? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,'Cause I knew you wouldn't. 
BREAKFASTCLUB,JOHNBENDER,ESTP,"You know how you said before, how your parents used you to get back at each other...wouldn't I be outstanding in that capacity? "
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Were you really disgusted about what I did with my lipstick? 
BREAKFASTCLUB,JOHNBENDER,ESTP,Truth? 
BREAKFASTCLUB,CLAIRESTANDISH,ESFJ,Truth... 
BREAKFASTCLUB,JOHNBENDER,ESTP,No... CUT TO: 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,What happened to you? 
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Why?  Claire did it!  What's wrong? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ,"Nothing's wrong, it's just so different.  I can see your face. "
BREAKFASTCLUB,ALLISONREYNOLDS,ISFP,Is that good or bad? 
BREAKFASTCLUB,ANDREWCLARK,ISFJ, It's good! 
BREAKFASTCLUB,BRIANJOHNSON,ISFJ,Hey Carl... 
BREAKFASTCLUB,JOHNBENDER,ESTP, See you next Saturday... 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, C'mon �-- you have to help me pick out the perfect outfit. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Too demure? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Well, I don't want to look like I know what's coming. . . "
LEGALLYBLONDE,ELLEWOODS,ENFJ, He's proposing! I can't look like I would on any date. This is the date. The night I'll always remember. I want to look special. Bridal . . . but not like I suspect anything. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Wh at if -- you know -- it's not the night? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Is this a low-viscosity rayon? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, With half-loop top-stitching on the hem? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," It's impossible to use a half-loop topstitch on low-viscosity rayon. It would snag the fabric. And you didn't just get this in, because I remember it from the June Vogue a year ago, so if you're trying to sell it to me at full price, you picked the wrong girl. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, So are you! 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I am so ready. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Here' s to ~ us. Warner is slower to sip his. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I ' m fully amenable to that discussion. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Of course. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, And I fully support that. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I completely agree. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," What? Elle starts to flush, completely caught off guard. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, You're breaking up with me?! 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Then what? My boobs are too big? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," So when you said you'd always love me, you were just ""dicking around""? Warner looks around the restaurant nervously. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, No. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, How can it be the right thing if we're not together? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, So you're breaking up with me because you're afraid your family won't like me? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Just because I ' m not a Vanderbilt, all of a sudden I ' m white trash? I grew up in Bel Air, Warner! Across the street from Aaron Spelling! I think most people would agree that's way better than a Vanderb ilt -- "
LEGALLYBLONDE,ELLEWOODS,ENFJ, I ' m seriously in love with you -- Isn't that enough? He looks away. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, SERENA 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, No -- it's just -- not me. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Thank you, Serena, but I don't think it'll do any good. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, I don't know! Everything was normal at first and then he said he needed someone mo r e -- 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I just don ' t underst a n d what went wrong -- 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Last month on his birthday. And she liked me! She said I looked like Britney Spears. Why would you say that to someone you didn't like? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I don't know! I don't know anything any more! 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ,ANOTHER SISTER passes. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," I just love him so much! I loved him the first moment I saw him. He's beautiful and smart and someone I totally respect. And I did everything I could to make him love me, but it wasn't enough. Now what am I supposed to do? I planned my whole future around him. My life was going to be all about Warner. Now what's it going to be about? She looks up -- waiting. Staring back at her is Underdog -- who sadly has no answers for her. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, So? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Oh, my God!                    . She looks at a PHOTO of a horse-faced YOUNG WOMAN standing next to a THREE-YEARS-OLDER VERSION OF WARNER. She turns to the old lady next to her. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, It's Warner's older brother! 
LEGALLYBLONDE,ELLEWOODS,ENFJ, He just got engaged to this -- this very unfortunate-looking girl. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, No -- a law student. Elle rushes out.   Serena looks after her. 
LEGALLYBLONDE,ELLEWOODS,ENFJ,(turning back to her nail technician) She'll never get him back with those cuticles. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, That's right. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I don't need backups.      Harvard is the school I' m going to. He decides to humor her. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Reading about the LSATs. Margot looks at Serena, confused. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, The LSATs are an exam. She takes a deep breath. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, No -- I ' m going to law school at Harvard. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Once Warner sees me as a serious law student, he'll want me back. It's a completely brilliant plan! "
LEGALLYBLONDE,ELLEWOODS,ENFJ, I have the highest GPA in Delta Gamma! Margot pulls something off her wrist and hands it to Elle. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Your scrunchie? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Why, yes, Margot, I do. Once again, we joined Hope in the search for her identity. As you know, she's been              . brainwashed by the evil Stefano -- "
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, I feel confident using legal jargon in daily life. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Dylan!   We love you! Dylan McDermott burns rubber as he flees. 
LEGALLYBLONDE,ELLEWOODS,ENFJ,"                                            . . I'm totally focused and goal-oriented. Plus I ' m able to sway people with my very convincing arguments.                                       . She turns to Serena, jogging next to her. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, One seventy-five...one seventy- five... 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, It's a perfectly respectable place... 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Because this is what I want. I've worked hard for it. Don't you understand that this is important to me? 
LEGALLYBLONDE,ELLEWOODS,ENFJ," We're here! She bends down to pour some Evian into his inflatable doggy dish, inadvertently revealing cleavage to a passing BESPECTACLED BOY . He trips, dropping his I-MAC. It shatters into a million pieces. Not noticing/ Elle stands and turns to two MOVING GUYS/ who are hauling a pink, faux-fur love seat and a potted palm tree out of the truck. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, H a s Warner Huntington checked in yet? 
LEGALLYBLONDE,ELLEWOODS,ENFJ, W a i t -- my social events schedule is             . mis sin g. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," You know -- mixers, formals, beach �         trips. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ," I ' m a Gemini. I have a Bachelors degree from USC, where I was Sigma Chi Sweetheart and president of Delta Gamma, and last year '� -- I was Homecoming Queen . "
LEGALLYBLONDE,ELLEWOODS,ENFJ," Wish me luck, Underdog. It's my first class as a serious law student. "
LEGALLYBLONDE,ELLEWOODS,ENFJ," Elle turns, ultra-nonchalant. "
LEGALLYBLONDE,ELLEWOODS,ENFJ," Warner?! Oh my God, I completely forgot you were going here! "
LEGALLYBLONDE,ELLEWOODS,ENFJ," No, silly.    I go here. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, Harvard. Law school. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Thanks. 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Uh... I wasn't aware that we had an assignment. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Do they just -- put you on the spot like that? Like, all the time? "
LEGALLYBLONDE,ELLEWOODS,ENFJ," And if you don't know the answer, they just kick you out? He smiles. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Donovan, Royalton and Levinson. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, Wow.   I ' m glad I met you. 
LEGALLYBLONDE,ELLEWOODS,ENFJ," Are you a third-year? Warner walks up, behind Emmett, interrupting. "
LEGALLYBLONDE,ELLEWOODS,ENFJ, Hi! 
LEGALLYBLONDE,ELLEWOODS,ENFJ, 
LEGALLYBLONDE,ELLEWOODS,ENFJ, Fine. Except for this horrible girl who made me look bad in front of my Civ Pro professor. But no biggie. You're here now. 
